publication_date,Post_Text,Impressions,Engagements,Reactions,Shares
11/21/2019,"Anoop Mishra, vice president and regional executive at the Atlanta Fed's Birmingham Branch, attended the 2019 River Region Economic Summit, hosted by the Montgomery Area Chamber of Commerce . Events like this provide an opportunity for our Regional Economic Information Network (REIN) team to hear from Main Street about economic trends and challenges. More than 300 state and area business leaders also attended.
 
Pictured in the photo below (left to right): Sallie Hines (Montgomery Chamber), Michael Randle (speaker), Heath Jordan (speaker), Anna Buckalew (Montgomery Chamber president/CEO), and Anoop Mishra (Atlanta Fed).",1105,37,12,1
11/21/2019,"Heirsâ€™ property is land inherited by the descendants of a previous owner, often one who did not leave a will. The Federal Reserve Bank of Atlanta's #PartnersUpdate discusses a recent report on the issues facing heirsâ€™ property owners, including the inability to transfer wealth to future generations. https://bit.ly/2rfxGkn",1922,69,18,6
11/22/2019,"Our New Orleans Branch is looking for the right person, including recent grads, for a supervisory position. If you would like to develop a knowledge of how the central bank of the United States works while getting on-the-job training, rotational assignments, skill-based learning, and leadership development programs, this is a unique opportunity! Youâ€™ll develop the managerial, technical, and general business skills necessary to lead and support assigned Bank functions in preparation for a formal leadership role. (Oh, and did we mention itâ€™s in New Orleans?) Apply at https://bit.ly/32SdpyS. Refer to job number 261980.",2429,144,41,5
11/22/2019,"The Atlanta Fedâ€™s Organized Labor Advisory Council met recently to discuss economic and labor market conditions. Topics included technological innovation disruptions, the future of workforce training and skills, and wages and benefits. Thanks to our council members for their invaluable input!",1209,40,20,1
11/22/2019,"The Atlanta Fed recently hosted the research workshop Financial System of the Future. Notes from the Vault summarizes some of the highlights from the research presented at that workshop. https://bit.ly/2s0FdnC
 
Want more? Check out the workshop agenda: https://bit.ly/2O6wQQ8, or read the related macroblog post: https://bit.ly/37oW1oB.",1002,25,16,2
11/26/2019,"Years ago, the distinguished Atlanta historian Franklin Garrett wrote a history of the Federal Reserve Bank of Atlanta that was unpublished for decades. The Economy Matters quiz asks you about some information in Garrettâ€™s History of the Federal Reserve Bank of Atlanta, which is now available online. https://bit.ly/2QIHNsE",1446,40,9,0
11/27/2019,"We're exploring workforce development on #WorkforceWednesday with a different community leader each week.

Federal Reserve Board senior associate director Anna Alvarez-Boyd describes the role of CDFIs in giving access to financial services and the economy. âž¡ https://bit.ly/372KF9H",626,13,5,1
11/28/2019,It's #Thanksgiving! You ready to count your blessings? We are: read the Federal Reserve Bank of Atlanta's Take On #Payments to learn what payments-related things make the Retail Payments Risk Forum members grateful. https://bit.ly/2QI3Qji,1938,90,21,1
12/2/2019,What role does venture capital play in finding and nurturing the Next Big Thing? The Economy Matters podcast tries to answer that question by talking to an Atlanta Fed economist about venture capitalâ€™s impact on firm growth and employment. https://bit.ly/2QDZ86h,1208,31,9,1
12/2/2019,Are you making the best choices for your financial needs? Start with the basics to help make an informed decision for your financial future with these #FinancialTips from the Atlanta Fed: https://bit.ly/2sCRmzz,1114,27,6,0
12/4/2019,"Finance is about how to invest in things, how to build infrastructure, and how to make things happen with growth capital. CDFIs are hugely important to our community and economic development. It's time to get inspired and be involved âž¡ https://bit.ly/2Xgp4WV.

Here's one last video to bookend this #WorkforceWednesday series, and we hope you've enjoyed the discussions from our community leaders! https://bit.ly/32LmCbX",584,12,6,1
12/11/2019,"Ready to talk about #payments? So are we. Join us Dec 19 for the last #TalkAboutPayments webinar of 2019. We encourage bankers, retailers, payments processors, and academics to participate.

Learn more from our #TakeOnPayments blog âž¡ï¸ https://bit.ly/2qELHsa
Register today âž¡ï¸ https://bit.ly/36i0yaV",1083,24,8,1
12/11/2019,Stakeholders in the Federal Reserve Bank of Cleveland's Fourth District say that a unified vision and purpose is needed to align economic development and workforce development systems. Learn more in this report: https://bit.ly/2LF7UgS  #InvestInWork #WorkforceWednesday,1155,21,9,1
12/12/2019,"If you have web development experience with programming abilities on the front and back ends, we need to talk, because the Atlanta Fed is looking for a web development programmer! You will identify requirements and translate business needs into software design for the development of new or modified automated systems, and will also support software development efforts during the application development life cycle. Apply: https://bit.ly/32SdpyS. Refer to job number 261660.",1193,23,10,4
12/13/2019,"Firms anticipate 1.9 percent inflation over the coming year, and firmsâ€™ sales levels and profit margins were unchanged compared to â€œnormal times,â€ according to the Atlanta Fedâ€™s latest Business Inflation Expectations survey. https://bit.ly/2LuKhIl",893,10,4,1
12/14/2019,"The insights of the members of the Federal Open Market Committee go into formulating the â€œdot plot,â€ a visual depiction of how they see the future path of the fed funds rate. Economy Matters explains what the dot plot isâ€”and isnâ€™t. https://bit.ly/36v2cWL",1602,67,15,1
12/17/2019,"Ready to talk about #payments? So are we. Join us Dec 19 for the last #TalkAboutPayments webinar of 2019. We encourage bankers, retailers, payments processors, and academics to participate.

Learn more from our #TakeOnPayments blog âž¡ï¸ https://bit.ly/2qELHsa
Register today âž¡ï¸ https://bit.ly/36i0yaV",1136,36,12,0
12/19/2019,"Have you heard this one? If you dislike change, pay by check! Check payments fell 7.2% a year from 2015 to 2018. Read more results from the Federal Reserve Payments Study: https://bit.ly/2Q0Qyg0",1738,43,15,2
12/20/2019,"Cash in, cash out: the ATM cash-out attack returns. Read the Atlanta Fed's Take On #Payments for a refresher on this crime and for some defensive strategies: https://bit.ly/2sFKTUB",1039,25,8,1
12/23/2019,"When big dreams meet small business: This special report from the Atlanta Fed takes a look at the small business sector, whose challenges include a tight labor market, rising health care costs, and financing. But despite formidable obstacles, entrepreneurs are committed to making their visions a reality. https://bit.ly/2Z7R9Re",1441,45,16,3
12/24/2019,Can you comprehend $1 trillion? How about $10.25 trillion? Thatâ€™s how much the value of noncash payments increased in the US from 2015 to 2018. Go to the Atlanta Fed's Take On Payments for more highlights of the Federal Reserve #payments study. https://bit.ly/393Ljom,1103,28,12,2
12/25/2019,"When the workforce development and economic development systems align their efforts, employees, employers, and the larger community all benefit. Learn about a recent report on the topic in #PartnersUpdate. https://bit.ly/38UJ3zB #InvestInWork #WorkforceWednesday",1356,35,15,2
12/26/2019,"Missed the live show? Hear President Raphael Bostic share his thoughts about Atlanta, 2020, and more in his interview with WABE's Rose Scott. Interview starts at 9 minutes. (Photo: WABE) https://bit.ly/2Zk1h9B",4443,193,72,6
12/27/2019,Individuals and businesses in areas underserved by banks face some stiff challenges. Economy Matters looks at the role of community development financial institutions in addressing them. https://bit.ly/2PDyKs7,1310,28,14,2
12/31/2019,A recent Federal Reserve report finds some predominantly rural counties experienced considerable declines in the number of bank branches between 2012 and 2017. Download the report in #PartnersUpdate. https://bit.ly/2YZ3hDZ,947,14,6,0
1/2/2020,"In pictures: President Raphael Bostic touring Southern Company's Plant Vogtle in Waynesboro, GA. The Atlanta Fed often meets with the energy industry to learn more about trends that affect the national and regional economy. https://bit.ly/2qFaLP9",4810,1195,64,2
1/3/2020,Are your finances in focus? Start 2020 with your sights set on understanding more about your money with these #FinancialTips from the Atlanta Fed. https://bit.ly/2FavsXv,1037,27,11,1
1/6/2020,"In this special episode of the Economy Matters podcast, Atlanta Fed president Raphael Bostic talks with author James Fallows, whose book tries to deepen our understanding of American social, regional, and cultural diversity. https://bit.ly/2SPedCP",1960,76,42,0
1/8/2020,"Please join Federal Reserve Board Governor Lael Brainard and Sarah Rosen Wartell at the Urban Institute, as they discuss the modernization of the Community Reinvestment Act. Join the livestream at 10am âž¡ï¸ https://urbn.is/2sVAW5N #LiveAtUrban",1256,53,18,2
1/9/2020,"Anchor institutions like universities and hospitals can help drive inclusive economic development in their communities. Discover efforts to launch anchor institution strategies in New Orleans, Atlanta, and Greater Miami. https://bit.ly/2tB7UIE",957,25,11,0
1/10/2020,"Did you know that minority-owned firms are more reliant than White-owned firms on their personal credit and funds? They also have lower approval rates for loans, and their credit scores were lower. https://bit.ly/2Ebcuzt #commdev",1049,31,10,0
1/10/2020,"Mark your calendars. Raphael Bostic will speak with former Atlanta Fed president Dennis Lockhart before the Rotary Club of Atlanta on Monday, January 13, at 12:40PM EST. https://bit.ly/35Hf0ZF",1399,63,28,1
1/11/2020,Try your hand at #payments bingo while learning about the results of the Diary of Consumer Payment Choice. Read the Atlanta Fed's Take On Payments: https://bit.ly/2MXlaOA,1056,30,10,0
1/12/2020,"The Federal Reserve conducts an annual survey of small businesses, which offers insights on minority-owned firmsâ€™ business performance, access to financing, and credit market experiences. Learn about the reportâ€™s key findings in Partners Update: https://bit.ly/36E82ps #smallbusiness",1253,36,13,3
1/14/2020,"President Raphael Bostic sat down with previous Atlanta Fed president Dennis Lockhart for an armchair chat at the Atlanta Rotary on January 13, 2020. Watch the entire event right here: https://bit.ly/35Hf0ZF",2351,107,53,3
1/15/2020,"Ready to explore new partnerships and strategies to advance equitable growth? We encourage community development practitioners, investors, and policymakers to attend the March 9â€“12 National Interagency Community Reinvestment Conference in Denver. https://bit.ly/39NyXBb #NICRC",813,13,10,0
1/15/2020,"â€œCommunity banks are cornerstones of communities across the nation.â€

Atlanta Fed president Raphael Bostic writes about the importance of community banks in American Banker: https://bit.ly/2FULgxW",780,43,13,1
1/16/2020,Watch now: President Bostic joins David Rubinger on Atlanta Business Chronicle's BIZ on 11Alive for their latest Exec. Profile. https://bit.ly/39YmcE7,1373,62,32,2
1/17/2020,"Thousands of small businesses tell us how theyâ€™re doing every year. We just updated our findings in our latest report on minority-owned small businesses. Weâ€™ve got insights, data, and more. https://bit.ly/2Ebcuzt #commdev",641,7,4,0
1/17/2020,"The economists at the Atlanta Fed don't just look at current facts and trends; they're also students of history.

'When I read [the standing repo facility proposal by Federal Reserve Bank of St. Louis economist Dave Andolfatto and Federal Reserve Board senior adviser Jane Ihrig (https://bit.ly/3ajbok0)], I was struck by the similarity to the Bank of Amsterdam proposal from the 17th century.'

Read Atlanta Fed economist Will Roberds's paper, coauthored by Stephen Quinn of Texas Christian University and Charles M. Kahn of the Gies College of Business - University of Illinois Urbana-Champaign, and discover the lessons we can learn from history: https://bit.ly/2tqldMc",1415,49,16,1
1/17/2020,Does a crisp dollar bill evoke a childhood memory of a favorite relative? Do you enjoy the feeling you get when you tap your watch to pay for something? Read the Atlanta Fed's Take On Payments to learn why these â€œextra-monetaryâ€ characteristics of money should matter to those who design financial products: https://bit.ly/2FB6mkE,849,14,7,2
1/20/2020,Wishing you a meaningful and happy Martin Luther King Jr. Day.,1473,67,39,2
1/23/2020,Weâ€™re no. 1! But waitâ€¦is that a good thing? A Kansas City Fed economist found that U.S. in-person payment card fraud is much higher than in other countries studied. The Atlanta Fed's Take On Payments looks at possible explanations. https://bit.ly/37l82Ll,978,36,10,2
1/23/2020,Proud to be named one of the â€œBest Places to Work for LGBTQ Equality in 2020â€ by the Human Rights Campaign. Weâ€™re always striving to recognize and celebrate diversity and inclusion in our workplace and across the Sixth District. See who else made the list: https://bit.ly/2Geva2l,1213,46,25,4
1/24/2020,Minority business owners relied more on their personal funds and credit scores than did White business owners. Minority owners were also likely to have lower funds and lower scores. https://bit.ly/2Ebcuzt #commdev,827,26,8,1
1/24/2020,"Atlanta Fed employees recently had the opportunity to tour the Rayonier Advanced Materials (RYAM) Fernandina Beach, Florida, facility. Paul Boynton, chairman, president, and CEO of RYAM, serves on the board of directors for the Atlanta Fed's Jacksonville Branch and arranged this tour for us. 

Pictured (left to right): Mark Homans (RYAM Fernandina Mill Manager), Chris Oakley (Atlanta Fed), Christine Viets (Atlanta Fed), Sarah Arteaga (Atlanta Fed), Donna Fay (Atlanta Fed), David Rogers (RYAM Fernandina Mill Environmental Manager), John Robertson (Atlanta Fed), Lisa Easterwood (Atlanta Fed), Jim Myers (Atlanta Fed), Kristine Branch (Atlanta Fed), and John Clark (Atlanta Fed).

The Atlanta Fed often meets with industry and business leaders to learn more about trends that affect the national and regional economy. Learn more: https://bit.ly/2uEybpq",1314,53,23,1
1/25/2020,"Despite some slowdown in manufacturing, regional contacts describe an overall expanding economy. Economy Matters summarizes southeastern business conditions and perspectives on the regional economy. https://bit.ly/37imyn9",768,15,10,2
1/27/2020,"Are you closely attuned to the life cycle of retail products? If so, we need to talk! The Atlanta Fed is looking for a product strategist in our Retail Payments Office. This person will develop strategies to meet the needs of retail payments customers. The ideal candidate should be a product and pricing development subject matter expert, as this person will directly influence and oversee the planning and development of retail payments services. Apply: http://bit.ly/2jwTDEL. Refer to job number 262319.",852,23,11,3
1/27/2020,"If there isn't an app for that yet, there will be soon! Mobile banking is approaching ubiquity, according to the 2019 Mobile Financial Services Survey findings. Read the @FederalReserveBankofAtlanta's Take On Payments for survey highlights. https://bit.ly/2GoA78G",961,23,16,3
1/28/2020,"Data Privacy Day (January 28) is all about empowering individuals and educating businesses to respect privacy, safeguard data, and enable trust. Learn more at https://bit.ly/38FXs1M #PrivacyAware",704,13,7,2
1/28/2020,"For banks, technological innovation makes guarding against cybercrimes a paramount concern. Economy Matters examines some steps financial institutions are taking to protect themselves. https://bit.ly/2Rf8p4z",860,23,12,0
1/29/2020,Proud to be named one of the â€œBest Places to Work for LGBTQ Equality in 2020â€ by the Human Rights Campaign. Weâ€™re always striving to recognize and celebrate diversity and inclusion in our workplace and across the Sixth District. See who else made the list: https://bit.ly/2Geva2l,1546,48,35,3
1/30/2020,The way we spend money has changed significantly in recent years. The Economy Matters quiz looks at findings from the Federal Reserveâ€™s latest payments study and asks about the changes it found in our purchasing patterns. https://bit.ly/3aRortl,897,28,10,0
1/30/2020,"The Atlanta Fedâ€™s Jacksonville Branch is seeking a facilities operations specialist who has experience in maintaining mechanical, electrical, and HVAC systems and can perform other types of maintenance. If youâ€™re super handy, we would love to talk to you! (And if itâ€™s someone you know, share this post!) Apply: http://bit.ly/2jwTDEL. Refer to job number 262810.",857,13,6,1
1/31/2020,Small businesses are a critical component of the economy. Our updated report on minority-owned firms reveals key insights for policymakers and others. https://bit.ly/2Ebcuzt #commdev,816,24,15,0
1/31/2020,"The latest edition of Economy Mattersâ€™ â€œViewPoint,â€ from the Atlanta Fedâ€™s Supervision, Regulation, and Credit Division, takes a look at national and southeastern banking conditions, including earnings performance, asset quality, and more. https://bit.ly/37y95HT",712,18,9,1
1/31/2020,"It's not just about data and numbers for researchers at the Atlanta Fed. The human element is extremely important when considering solutions to help low-income individuals advance in their careers.

Alex Ruder, a coauthor of a new discussion paper on economic mobility and resilience, sums up his approach nicely. 'We saw a need to combine the two subjects. I think it was not fully appreciated in the field how these two subjects intertwine: career planning and the benefits cliff. We really want policymakers in workforce and human development to understand how economic policy should take into account the benefits cliff. And we want to highlight policy solutions and illustrate some creative approaches in the district to mitigate some of these problems.'

So what are some of those creative approaches? Read about how Alex and his team are studying the data to support new solutions: https://bit.ly/2tmBW3e",2394,156,45,4
2/3/2020, What are the financial trade-offs a single parent faces when moving up the career ladder? A recent paper introduces a methodology that studies the impact of benefits cliffs on the financial incentives to advance in a career. https://bit.ly/37SkoLq,828,30,10,1
2/3/2020,"A lot of people have had their personal info stolen at the gas pump. But this fall, the EMV chip card liability shift for petrol retailers will help reduce card skimming. We look at what might happen with fraud just before and after the fuel pump liability shift in this week's Take on Payments. https://bit.ly/36P0yza",1127,45,16,2
2/4/2020,"Large banks agreed in a 2009 survey that their compensation practices were one of the factors underlying the recent financial crisis. Do academic studies support this finding? If so, which practices are to blame? And will postcrisis regulatory reforms prevent future crises? https://bit.ly/2uUTVxP",795,24,8,1
2/5/2020,"Join us as we put equity in sight! Come to this yearâ€™s Reinventing Our Communities conference. Leave with local solutions to expand access to jobs, housing, and wealth in your community. Register in #PartnersUpdate. https://bit.ly/2TMFFSn #Reinventing2020",1149,74,23,3
2/7/2020,"Celebrate America Saves Week February 24 to 29! We're starting early by sharing some new financial tips on saving.  

Check back with us each day during America Saves Week to pick up some saving strategies to achieve your financial goals with our #FinancialTips. https://bit.ly/2UicV4d",775,16,6,0
2/7/2020,Minority-owned firmsâ€™ loan and line-of-credit applications tended to have worse outcomes than those of White-owned firms. https://bit.ly/2Ebcuzt #commdev,753,26,10,2
2/7/2020,"Atlanta Fed associate research director Paula Tkac explains how having a working mother helped to inspire her career: â€œFrom a very early age, I had a role model or a mentor who told me that I could do anything I wanted to do and it didnâ€™t really matter what other people were doing.â€

Listen to more of Paulaâ€™s story in Women in Economics, a podcast from the Federal Reserve Bank of St. Louis âž¡ï¸ https://bit.ly/371kXRK",2002,99,41,7
2/10/2020,"Chris Oakley presents an economic outlook to members of the CFO Leadership Council (CFOLC) at the Jacksonville Branch on Tuesday, February 4, 2020, followed by a tour of the branch. The CFOLC is a professional association whose mission is to empower senior financial executives to realize success in their careers, as well as for the people and companies they lead.",1227,51,24,2
2/10/2020,Are you interested in helping the Atlanta Fed foster greater economic mobility and resilience among low- and moderate-income communities in the Southeast? The Atlanta Fed is looking for a candidate for the position of Community and Economic Development (CED) Communications Specialist. This person will support communications and marketing needs for the CED program and the CEDâ€™s Center for Workforce and Economic Opportunity. The specialist will help develop and implement communications and marketing strategies as well as manage communications platforms. Apply: http://bit.ly/2jwTDEL. Refer to job number 262614.,1876,106,44,5
2/10/2020,"Clippety clop, slow down the mule train! The money mule train, that is. Read the Atlanta Fedâ€™s Take On Payments to learn about an effective crackdown on major money mule networks: https://bit.ly/3brMkrm",841,24,11,0
2/14/2020,"Atlanta Fed vice president and regional executive Becky Gunn spoke to the Atlanta chapter of Financial Executives International (FEI) Tuesday night. Becky discussed, among other topics, the Business Activity Conditions (B.A.CON) Index, which lists possible business environments and ranks them from most to least concerning. Using the index, she asked the audience where they felt the economy stood. Their responses fell in line with the Atlanta Fedâ€™s current expectations.

Thank you to Alex Lohmann Collings for arranging this excellent event!

(Pictured left to right: Megan Houck, Alex Lohmann Collings, and Becky Gunn)",1934,74,35,1
2/14/2020,"Firms anticipate 1.7 percent inflation over the coming year, and firmsâ€™ sales levels and profit margins compared to 'normal times' were virtually unchanged over the month, according to the Atlanta Fedâ€™s latest Business Inflation Expectations survey. https://bit.ly/2w6RV6j",658,19,11,0
2/14/2020,"Robots, automation, and artificial intelligence have become more prevalent in the workplace. #WorkforceCurrents examines how susceptible middle-skill workers are to these technological changes. https://bit.ly/2OSfAOr",577,27,11,0
2/14/2020,"The economists at the Atlanta Fed don't just look at current facts and trends; they're also students of history.

'When I read [the standing repo facility proposal by Federal Reserve Bank of St. Louis economist Dave Andolfatto and Federal Reserve Board senior adviser Jane Ihrig (https://bit.ly/3ajbok0)], I was struck by the similarity to the Bank of Amsterdam proposal from the 17th century.'

Read Atlanta Fed economist Will Roberds's paper, coauthored by Stephen Quinn of Texas Christian University and Charles M. Kahn of the Gies College of Business - University of Illinois Urbana-Champaign, and discover the lessons we can learn from history: https://bit.ly/2tqldMc",1120,41,16,3
2/15/2020,"Paul Samuelson, Roger Ferguson, Elinor Ostrom, and Christine Lagarde were all groundbreakers in their own way. Youâ€™ll see them in the Famous Firsts category of the Atlanta Fedâ€™s Clash of the Economists. View the brackets, read the facts about each economist, and then make your choices from among all 16 competitors in our fun and informative game. And when we unveil the brackets on Tuesday, YOUR vote will count!",874,20,11,0
2/15/2020,"What do Simon Kuznets, Milton Friedman, Angus Deaton, and Esther Duflo have in common? Theyâ€™ve all won the Nobel Prize in Economics. Youâ€™ll meet these four legendary economists, and others, in the Atlanta Fedâ€™s Clash of the Economists. View the brackets, read the facts about each person, and make your choices from among all 16 competitors in this fun and informative game. And when we unveil the brackets on Tuesday, YOUR vote will count!",1297,45,16,0
2/16/2020,"Nancy Teeters, Anna Schwartz, Janet Yellen, and Dambisa Moyo all broke into the top ranks of economists, a field long dominated by men. Youâ€™ll meet them, and others, in the Atlanta Fedâ€™s Clash of the Economists. View the brackets, read the facts about each person, and then make your choices from among all 16 competitors in this fun and informative game. And when we unveil the brackets on Tuesday, YOUR vote will count!",867,21,11,1
2/16/2020,"In the Atlanta Fedâ€™s Clash of the Economists, youâ€™ll meet Adam Smith, John Maynard Keynes, David Ricardo, and Irving Fisher in the Schools of Thought category. View the brackets, read the facts about each person, and then make your choices from among all 16 competitors in this fun and informative game. And when we unveil the brackets on Tuesday, YOUR vote will count!",1581,53,11,0
2/19/2020,"Voting is under way in Round One of our Clash of the Economists! Sixteen preeminent economists face off, and YOU decide who moves on. Make your selections before the field narrows to eight next week. https://bit.ly/2wnNkg9",813,23,11,1
2/20/2020,How old are youâ€”18? 85? Do you live in a city? Small town? Read our Take On Payments to learn how the Diary of Consumer Payment Choice evaluated the influence of demographic variables on preferred methods of payments. https://bit.ly/2P5QRq3,735,20,8,0
2/21/2020,"Atlanta Fed president Raphael Bostic will join CNBC's Steve Liesman today at 8:30 a.m. to discuss some big topics, including the current state of monetary policy, the future path of interest rates, trade with China, and the potential risks to financial stability.",1798,70,39,2
2/21/2020,"'Diversity is critical. Donâ€™t be afraid to speak up in groups. Raise points that matter to you, viewed through your lens. They probably matter to others who arenâ€™t at the table with you.'
â€”Andre Anderson, Atlanta Fed first vice president",2471,463,52,0
2/21/2020,"Atlanta Fed president Raphael Bostic visited Pensacola and Panama City, Florida, on February 13-14 to better understand the economic drivers and challenges of this part of the district.

President Bostic spoke with people who are challenging perceptions about innovation in community development, education, and workforce development. He also met with developers and local officials to learn about Pensacolaâ€™s obstacles and opportunities.

On February 14, president Bostic toured Panama City with the mayor and discussed the economic impact of Hurricane Michael and recovery efforts a year and a half later. One challenge still affecting Panama City is housing recovery. Not only did the storm damage much of the cityâ€™s rental housing stock, but the city also lost workers who suddenly had nowhere to live.

Itâ€™s important to President Bostic that he visits communities like Pensacola and Panama City so that when he attends a Federal Open Market Committee meeting, he knows what people in the region are experiencing when the Fed sets monetary policy.

We thank the cities of Pensacola and Panama City, Eman El-Sheikh, Greg Brudnicki, Mark McQueen, and our other hosts on this visit. It has been enlightening, inspiring, and, most of all, motivating. Letâ€™s keep moving forward!",3741,777,79,5
2/21/2020,"The Atlanta Fedâ€™s Jacksonville Branch is seeking a facilities operations specialist who has experience in maintaining mechanical, electrical, and HVAC systems and performs other types of maintenance. If youâ€™re super handy, we would love to talk to you! (And if itâ€™s someone you know, share this post!) Apply: http://bit.ly/2jwTDEL. Refer to job number 262810.",774,18,10,1
2/22/2020,"Round One of Economy Mattersâ€™ â€œClash of the Economistsâ€ ends soon! View the bracket, read the facts about the 16 participants, and cast your vote for which eight proceed to next week's Round Two! Itâ€™s fun, itâ€™s educational, and YOUR VOTE COUNTS! https://bit.ly/2wnNkg9",930,36,13,0
2/24/2020,"If you live near a rail line, you probably drive less than you would if you lived elsewhere. Read a research paper coauthored by Atlanta Fed president Raphael Bostic on how income and near-rail residence influence travel behavior: https://bit.ly/2SQqLti",1071,57,20,2
2/25/2020,null,1652,74,20,0
2/25/2020,"And then there were eight! In Round 2 of our Clash of the Economists, view the eight renowned economists who have moved on in their respective brackets, read the newly revealed facts about each one, and make your selections! https://bit.ly/2wnNkg9",686,22,5,0
2/25/2020,"In a session with the Harvard Business School Club of Atlanta, Atlanta Fed president Raphael Bostic spoke candidly of his mentors. Among them, he singled out his boss at his first job out of grad school at the Federal Reserve Board. 

 'Glenn Canner set a tone that was remarkably participatory. He taught me that diversity really makes a big difference. He was a libertarian economist, hardcore. Another person on our team was kind of a hippie, lefty guy. When we were writing our papers, there were knockdown drag-outs because Glenn had a philosophy that, if your name was on the paper, you have to agree with every word in the paper. So this means sentence to sentence we're grappling and wrestling with things. But what happened was that of all the hidden messages, all that ideological stuff, all those code words and phrases got wiped away. Our papers wound up being these pristine documents of unbiased analysis that nobody was happy with, but that was the point. The point was all these extreme strongly held views, the world has much more nuance than that. So we're in the reality space as opposed to the arguments space. It was the diversity that did that, the diversity of our perspectives and viewpoints. That was extremely powerful. That's something I've carried with me moving forward.'",1781,82,51,4
2/26/2020,"Do you have strong tech skills and problem-solving abilities? And do you enjoy being a member of a top-notch team? Put your skills to work at the Atlanta Fed in our Retail Payments Office! Weâ€™re looking for business systems analyst with CRM experience who can perform database management, data analysis, and metrics production. This position requires strong teamwork skills to tackle complex issues. Apply: http://bit.ly/2jwTDEL. Refer to job number 263190.",1220,55,24,3
2/27/2020,"Some mules pack money, others packâ€¦coffee machines? In #TriangulationFraud, criminals sell ill-gotten goods to unwitting buyers to launder money. Read the Atlanta Fedâ€™s #TakeOnPayments to learn more. https://bit.ly/2T1fDKt",751,23,11,2
2/28/2020,"Eight are about to become four as Round Two of Economy Mattersâ€™ â€œClash of the Economistsâ€ ends soon! View the bracket, read the facts about the remaining eight participants, and cast your vote for which four proceed to next weekâ€™s Round Three. Itâ€™s fun, itâ€™s educational, and YOUR VOTE COUNTS. https://bit.ly/2wnNkg9",775,24,11,0
2/29/2020,null,2258,298,35,0
3/2/2020,"When do higher wages not lead to greater financial resources for a family? Youâ€™ve probably heard about benefits cliffs, where an individual earns more money but loses public benefits like food or housing assistance. Learn about recent research that may help mitigate benefits cliffs and promote career advancement. https://bit.ly/32DTDsg",1137,46,17,4
3/3/2020,"Remember flip phones? A lot has changed since 2000, and not just phones. The number of electronic payments has greatly increased since then. Read the Federal Reserve Bank of Atlanta's Take On Payments for more highlights from the Federal Reserve payments study: https://bit.ly/3afJ7tF",787,20,13,3
3/3/2020,"Weâ€™re down to the final four in Round Three of Economy Mattersâ€™ â€œClash of the Economistsâ€! Itâ€™s come down to Milton Friedman, Elinor Ostrom, Adam Smith, and Janet Yellen. View the bracket, read the facts about the remaining four participants, and cast your vote soon. https://bit.ly/2wnNkg9",685,24,11,0
3/4/2020,"Have you looked at clouds from both sides now? If so, the Atlanta Fed wants to talk to you! Weâ€™re looking for a cloud security architect to ensure the safe and secure use of cloud and cloud/hybrid-based platforms such as Amazon Web Services and Microsoft Azure. In this role, the cloud security architect will help support and execute the vision and roadmap for cloud adoption. Apply at https://bit.ly/32SdpyS. Refer to job number 263224.",838,29,20,3
3/4/2020,null,2435,51,20,0
3/5/2020,"Millennials and Gen Z have the highest number of fraud loss reports. Learn how to keep your finances safe from identity theft and fraud during National Consumer Protection Week, which is March 1 to 7, with our #FinancialTips. https://bit.ly/2Tvc26h",913,26,18,2
3/6/2020,null,1101,67,26,0
3/6/2020,Interested in tracking housing affordability? Weâ€™ve got you covered with our new Home Ownership Affordability Monitor.  https://bit.ly/2wCgng3,602,32,12,6
3/7/2020,"'There are a number of moving parts in the trade space,' says Atlanta Fed president Raphael Bostic. So how are Big Data, machine learning, and digital money changing how we think about trade on a global scale? Hear Bostic speak about the subject in a video from a recent Global Interdependence Center event.",1080,49,20,4
3/8/2020,"We talk a lot about mentoring here at the Atlanta Fed. Were there any women early on in your career who set you up with some good advice?
 
â€œI took shorthand and typing classes in high school so by the time I was in bank examining schools, I was typing up a storm. It was actually one of the male examiners who noticed, turned to me, and goes, â€œDonâ€™t let the people that you go on exams with know you type so well.â€ When I asked why, he said, â€œYouâ€™ll get stuck typing all the reports up because youâ€™re too fast. Theyâ€™ll see that and theyâ€™ll use you as the typist.â€ I thought, how interesting, because it was a male examiner telling me to watch out for myself. And it turned out to be great advice, you know? Iâ€™d never thought of it that way. I thought Iâ€™d be helpful being fast in those cases. But he was like, â€œNo, you donâ€™t want to get pegged for that.â€ The lesson is: Good advice can come from anyone. Just be open to it.

â€” Sue Costello, Atlanta Fed employee '81, International Women's Day x Women's History Month

#IWD2020",3195,552,73,1
3/9/2020,"In this special episode of the Economy Matters podcast, Atlanta Fed president Raphael Bostic talks with researcher Anthony Orlando about income inequality and how a seemingly national problem can have solutions that begin close to home. https://bit.ly/3cuT2NU",889,22,12,2
3/10/2020,null,2193,88,33,0
3/10/2020,"Although the regionâ€™s economy is growing modestly, businesses are watching the coronavirus outbreak closely to assess its risk. Economy Matters summarizes the Federal Reserveâ€™s latest Beige Book report on southeastern business conditions and economic perspectives. https://bit.ly/2Ts52rS",665,14,7,2
3/10/2020,"The final two participants in Economy Mattersâ€™ â€œClash of the Economistsâ€ are Janet Yellen and Elinor Ostrom. Your vote this week will help determine the winner, so head to the website, read the newly revealed facts about both economists, and cast your vote! https://bit.ly/2wnNkg9",643,12,3,0
